Date,Open,High,Low,Close,Adj Close,Volume
2010-09-09,102.5,102.5,101.13999938964844,101.31999969482422,79.3699951171875,26500
2010-09-10,101.68000030517578,101.86000061035156,101.30000305175781,101.77999877929688,79.73030853271484,8600
2010-09-13,102.95999908447266,103.13999938964844,102.5,103.05999755859375,80.7330093383789,33750
2010-09-14,102.83999633789062,103.4800033569336,102.37999725341797,103.04000091552734,80.71736907958984,59400
2010-09-15,102.62000274658203,103.37999725341797,102.4000015258789,103.30000305175781,80.92101287841797,9250
2010-09-16,103.0199966430664,103.31999969482422,102.69999694824219,103.26000213623047,80.88967895507812,59550
2010-09-17,103.87999725341797,103.87999725341797,103.0199966430664,103.36000061035156,80.96802520751953,49350
2010-09-20,103.73999786376953,105.04000091552734,103.45999908447266,105.04000091552734,82.28409576416016,19000
2010-09-21,105.0199966430664,105.44000244140625,104.27999877929688,104.72000122070312,82.03337860107422,19250
2010-09-22,104.55999755859375,105.04000091552734,103.95999908447266,104.16000366210938,81.5947036743164,18100
2010-09-23,103.31999969482422,104.33999633789062,103.12000274658203,103.30000305175781,80.92101287841797,33350
2010-09-24,103.94000244140625,104.9000015258789,103.86000061035156,104.83999633789062,82.57343292236328,24100
2010-09-27,104.9800033569336,104.9800033569336,104.33999633789062,104.33999633789062,82.17963409423828,15000
2010-09-28,104.31999969482422,105.0199966430664,103.41999816894531,105.0199966430664,82.71522521972656,49850
2010-09-29,104.58000183105469,104.91999816894531,104.22000122070312,104.5199966430664,82.32144927978516,15900
2010-09-30,105.19999694824219,105.68000030517578,103.95999908447266,104.36000061035156,82.19539642333984,44750
2010-10-01,105.08000183105469,105.16000366210938,104.16000366210938,104.72000122070312,82.47891235351562,17100
2010-10-04,105.26000213623047,105.26000213623047,103.5,103.83999633789062,81.78582000732422,88700
2010-10-05,105.0199966430664,106.19999694824219,104.81999969482422,106.12000274658203,83.58158874511719,19850
2010-10-06,106.12000274658203,106.27999877929688,105.62000274658203,105.94000244140625,83.4398193359375,276900
2010-10-07,106.5,106.5,105.31999969482422,105.87999725341797,83.3925552368164,49900
2010-10-08,106.0199966430664,106.73999786376953,105.66000366210938,106.68000030517578,84.02265167236328,61550
2010-10-11,106.72000122070312,106.83999633789062,106.27999877929688,106.5,83.88087463378906,14200
2010-10-12,106.37999725341797,107.23999786376953,105.73999786376953,107.12000274658203,84.36919403076172,42050
2010-10-13,107.58000183105469,108.27999877929688,107.23999786376953,107.76000213623047,84.87328338623047,74450
2010-10-14,107.69999694824219,107.81999969482422,106.80000305175781,107.36000061035156,84.55824279785156,19100
